sector,subsector,2024_asset-definition,Data available through,source_id,source_name,source_type,iso3_country,sector,subsector,start_time,end_time,lat,lon,geometry_ref,gas,emissions_quantity,temporal_granularity,activity,activity_units,emissions_factor,capacity,capacity_units,capacity_factor,capacity_factor_units,other1,other1_def,other2,other2_def,other3,other3_def,other4,other4_def,other5,other5_def,other6,other6_def,other7,other7_def,other8,other8_def,other9,other9_def,other10,other10_def,created_date,modified_date
agriculture,manure-management-cattle-operation,confined-animal-facility,Website downloads,internal_identifier,N/A,dairy or beef cattle,iso3_country_code,agriculture,manure-management-cattle-operation,"The time using Coordinated Universal Time (UTC) of emissions, as an instance of start time of observation.        ","The time using Coordinated Universal Time (UTC) of emissions, either as an instance of end time of observation.","Approximate latitude location of the source. When source is an aggregation of smaller emissions sources (e.g county, urban area etc), the latitude centroid of the geometry is provided.	","Approximate longitude location of the source. When source is an aggregation of smaller emissions sources (e.g county, urban area etc), the latitude centroid of the geometry is provided.",Corresponds to the reference id to the geopackage file present in the downloads. This id allows matching the emissions source location with the location of the emissions source.  ,"Air emissions which are reported in metric tonnes. Greenhouse gases:  Carbon Dioxide (CO2), Methane (CH4) and Nitrous oxide (N2O) as well as all three gases combined and expressed in CO2-equivalents are available (100 year and 20 year time frame using IPCC Sixth Assessment Report (AR6) Global Warming Potentials). Air pollutants: Particulate Matter (PM2.5, Black Carbon (BC), and Organic Carbon (OC), sulphur dioxide (SOx), Volatile Organic Compounds (VOCs), Carbon Monoxide (CO), Ammonia (NH3), and Nitrogen Oxides (NOx).        ","Quantity of air emission emitted in metric tonnes. If reported quantity is zero, it means that gas is not emitted. If reported quantity is empty/null/N-A, data is not yet available.",Resolution of the data available. ,Total actual number of animals,animal head(s),t of [gas]  per animal head(s),Total potential number of animals,animal head(s),Facility utilization,unitless,Estimated start year for when operation was active and generating emissions,Year,Total head of cattle estimate approach,"floor, ceiling, fill, lnr_model, and reported_capacity",Approach to identify the cattle operation,“ct_syn_ai”: Climate TRACE and RAIC lab ai. ”earthindex”:Earth Index model approach,Annual average N excretion per head of species/category T in the country,kg N animal-1 yr-1,EF3: Emission factor for direct N2O emissions from manure management system S in the country,kg N2O-N/kg N in manure management system S,Percent of managed manure nitrogen for livestock category T that volatilises as NH3 and NOx in the manure management system,fraction,EF4: Emission factor for N2O emissions from atmospheric deposition of nitrogen on soils and water surfaces,kg N2O–N (kg NH3–N + NOX–N volatilised)-1,Percent of managed manure nitrogen losses for livestock category T due to runoff and leaching during solid and liquid storage of manure,Fraction,EF5: Emission factor for N2O emissions from nitrogen leaching and runoff,kg N2O–N (kg N leaching/runoff) -1,Manure management system(s) at operation and the number of systems identified. i.e. “{liquid_slurry:2}” indicates there are two liquid slurry manure management systems at that location,"Manure management systems defined: ”liquid_slurry”, which includes “pond” and “unknown”; ”aerobic_treatment”; ”solid_storage”; ”anaerobic_digestor”;",Date emissions source was added to the Climate TRACE database.,Last date on which any updates were made to the dataset for the specific emission source.
agriculture,manure-management-other,manure-management-other-gadm-0-1-2,Website downloads,internal_identifier,GADM or GHS-FUA,,iso3_country_code,agriculture,manure-management-other,"The time using Coordinated Universal Time (UTC) of emissions, as an instance of start time of observation.        ","The time using Coordinated Universal Time (UTC) of emissions, either as an instance of end time of observation.","Approximate latitude location of the source. When source is an aggregation of smaller emissions sources (e.g county, urban area etc), the latitude centroid of the geometry is provided.	","Approximate longitude location of the source. When source is an aggregation of smaller emissions sources (e.g county, urban area etc), the latitude centroid of the geometry is provided.",Corresponds to the reference id to the geopackage file present in the downloads. This id allows matching the emissions source location with the location of the emissions source.  ,"Air emissions which are reported in metric tonnes. Greenhouse gases:  Carbon Dioxide (CO2), Methane (CH4) and Nitrous oxide (N2O) as well as all three gases combined and expressed in CO2-equivalents are available (100 year and 20 year time frame using IPCC Sixth Assessment Report (AR6) Global Warming Potentials). Air pollutants: Particulate Matter (PM2.5, Black Carbon (BC), and Organic Carbon (OC), sulphur dioxide (SOx), Volatile Organic Compounds (VOCs), Carbon Monoxide (CO), Ammonia (NH3), and Nitrogen Oxides (NOx).        ","Quantity of air emission emitted in metric tonnes. If reported quantity is zero, it means that gas is not emitted. If reported quantity is empty/null/N-A, data is not yet available.",Resolution of the data available. ,Total number of animals,animal head(s),t of [gas]  per animal head(s),Total number of animals,animal head(s),1,unitless,,,,,,,,,,,,,,,,,,,,,Date emissions source was added to the Climate TRACE database.,Last date on which any updates were made to the dataset for the specific emission source.
agriculture,other-agricultural-soil-emissions,other-agricultural-soil-emissions-gadm-0-1-2,Website downloads,internal_identifier,N/A,,iso3_country_code,agriculture,other-agricultural-soil-emissions,"The time using Coordinated Universal Time (UTC) of emissions, as an instance of start time of observation.        ","The time using Coordinated Universal Time (UTC) of emissions, either as an instance of end time of observation.","Approximate latitude location of the source. When source is an aggregation of smaller emissions sources (e.g county, urban area etc), the latitude centroid of the geometry is provided.	","Approximate longitude location of the source. When source is an aggregation of smaller emissions sources (e.g county, urban area etc), the latitude centroid of the geometry is provided.",Corresponds to the reference id to the geopackage file present in the downloads. This id allows matching the emissions source location with the location of the emissions source.  ,"Air emissions which are reported in metric tonnes. Greenhouse gases:  Carbon Dioxide (CO2), Methane (CH4) and Nitrous oxide (N2O) as well as all three gases combined and expressed in CO2-equivalents are available (100 year and 20 year time frame using IPCC Sixth Assessment Report (AR6) Global Warming Potentials). Air pollutants: Particulate Matter (PM2.5, Black Carbon (BC), and Organic Carbon (OC), sulphur dioxide (SOx), Volatile Organic Compounds (VOCs), Carbon Monoxide (CO), Ammonia (NH3), and Nitrogen Oxides (NOx).        ","Quantity of air emission emitted in metric tonnes. If reported quantity is zero, it means that gas is not emitted. If reported quantity is empty/null/N-A, data is not yet available.",Resolution of the data available. ,Cropland area,area [ha],t of [gas]  per ha,Cropland area in the specific area (A),area [ha],1,unitless,,,,,,,,,,,,,,,,,,,,,Date emissions source was added to the Climate TRACE database.,Last date on which any updates were made to the dataset for the specific emission source.
agriculture,rice-cultivation,rice-paddies-area,Website downloads,internal_identifier,GADM or GHS-FUA,,iso3_country_code,agriculture,rice-cultivation,"The time using Coordinated Universal Time (UTC) of emissions, as an instance of start time of observation.        ","The time using Coordinated Universal Time (UTC) of emissions, either as an instance of end time of observation.","Approximate latitude location of the source. When source is an aggregation of smaller emissions sources (e.g county, urban area etc), the latitude centroid of the geometry is provided.	","Approximate longitude location of the source. When source is an aggregation of smaller emissions sources (e.g county, urban area etc), the latitude centroid of the geometry is provided.",Corresponds to the reference id to the geopackage file present in the downloads. This id allows matching the emissions source location with the location of the emissions source.  ,"Air emissions which are reported in metric tonnes. Greenhouse gases:  Carbon Dioxide (CO2), Methane (CH4) and Nitrous oxide (N2O) as well as all three gases combined and expressed in CO2-equivalents are available (100 year and 20 year time frame using IPCC Sixth Assessment Report (AR6) Global Warming Potentials). Air pollutants: Particulate Matter (PM2.5, Black Carbon (BC), and Organic Carbon (OC), sulphur dioxide (SOx), Volatile Organic Compounds (VOCs), Carbon Monoxide (CO), Ammonia (NH3), and Nitrogen Oxides (NOx).        ","Quantity of air emission emitted in metric tonnes. If reported quantity is zero, it means that gas is not emitted. If reported quantity is empty/null/N-A, data is not yet available.",Resolution of the data available. ,Effective Harvested Area,area [ha],t of [gas]  per harvested ha,Rice field area in the specific area (A),area [ha],Average harvest intensity for given area,unitless ,Id: level 1 GADM,N/A	,Id: level 2 GADM,N/A	,Aggregation_type,N/A,,,,,,,,,FUA_Area,square_km,FUA_population_2015,N/A,,,Date emissions source was added to the Climate TRACE database.,Last date on which any updates were made to the dataset for the specific emission source.
agriculture,rice-cultivation-raster,rice-paddies-individual-pixels,On request,internal_identifier,N/A,,iso3_country_code,agriculture,rice-cultivation-raster,"The time using Coordinated Universal Time (UTC) of emissions, as an instance of start time of observation.        ","The time using Coordinated Universal Time (UTC) of emissions, either as an instance of end time of observation.","Approximate latitude location of the source. When source is an aggregation of smaller emissions sources (e.g county, urban area etc), the latitude centroid of the geometry is provided.	","Approximate longitude location of the source. When source is an aggregation of smaller emissions sources (e.g county, urban area etc), the latitude centroid of the geometry is provided.",Corresponds to the reference id to the geopackage file present in the downloads. This id allows matching the emissions source location with the location of the emissions source.  ,"Air emissions which are reported in metric tonnes. Greenhouse gases:  Carbon Dioxide (CO2), Methane (CH4) and Nitrous oxide (N2O) as well as all three gases combined and expressed in CO2-equivalents are available (100 year and 20 year time frame using IPCC Sixth Assessment Report (AR6) Global Warming Potentials). Air pollutants: Particulate Matter (PM2.5, Black Carbon (BC), and Organic Carbon (OC), sulphur dioxide (SOx), Volatile Organic Compounds (VOCs), Carbon Monoxide (CO), Ammonia (NH3), and Nitrogen Oxides (NOx).        ","Quantity of air emission emitted in metric tonnes. If reported quantity is zero, it means that gas is not emitted. If reported quantity is empty/null/N-A, data is not yet available.",Resolution of the data available. ,Effective Harvested Area,area [ha],t of [gas]  per harvested ha,Rice field area in the specific grid cell i,area [ha],Number of cultivation times of grid cell i throughout the reporting period,unitless ,,,,,,,,,,,,,,,,,,,,,Date emissions source was added to the Climate TRACE database.,Last date on which any updates were made to the dataset for the specific emission source.
agriculture,synthetic-fertilizer-application,fertilizer-application-cropland-area,Website downloads,internal_identifier,GADM or GHS-FUA,Crop type,iso3_country_code,agriculture,synthetic-fertilizer-application,"The time using Coordinated Universal Time (UTC) of emissions, as an instance of start time of observation.        ","The time using Coordinated Universal Time (UTC) of emissions, either as an instance of end time of observation.","Approximate latitude location of the source. When source is an aggregation of smaller emissions sources (e.g county, urban area etc), the latitude centroid of the geometry is provided.	","Approximate longitude location of the source. When source is an aggregation of smaller emissions sources (e.g county, urban area etc), the latitude centroid of the geometry is provided.",Corresponds to the reference id to the geopackage file present in the downloads. This id allows matching the emissions source location with the location of the emissions source.  ,"Air emissions which are reported in metric tonnes. Greenhouse gases:  Carbon Dioxide (CO2), Methane (CH4) and Nitrous oxide (N2O) as well as all three gases combined and expressed in CO2-equivalents are available (100 year and 20 year time frame using IPCC Sixth Assessment Report (AR6) Global Warming Potentials). Air pollutants: Particulate Matter (PM2.5, Black Carbon (BC), and Organic Carbon (OC), sulphur dioxide (SOx), Volatile Organic Compounds (VOCs), Carbon Monoxide (CO), Ammonia (NH3), and Nitrogen Oxides (NOx).        ","Quantity of air emission emitted in metric tonnes. If reported quantity is zero, it means that gas is not emitted. If reported quantity is empty/null/N-A, data is not yet available.",Resolution of the data available. ,Total nitrogen applied in the area,kg of N per crop,t of [gas]  per kg of N,Total harvested area in the specific area (A),area [ha],Average Nitrogen fertilizer rate,kg of N per ha,Id: level 1 GADM,N/A	,Id: level 2 GADM,N/A	,Aggregation_type,,Direct Emissions         ,Tonnes N2O,Direct Emissions Factor,t of Direct N2O per kg of N fertilizer,,Indirect Emissions from leaching,Indirect Emissions Factor,t of indirect N2O per kg of N Fertilizer,FUA_Area,square_km,FUA_population_2015,N/A,,,Date emissions source was added to the Climate TRACE database.,Last date on which any updates were made to the dataset for the specific emission source.
agriculture,synthetic-fertilizer-application-raster,fertilizer-application-cropland-pixel,On request,internal_identifier,N/A,,iso3_country_code,agriculture,synthetic-fertilizer-application-raster,"The time using Coordinated Universal Time (UTC) of emissions, as an instance of start time of observation.        ","The time using Coordinated Universal Time (UTC) of emissions, either as an instance of end time of observation.","Approximate latitude location of the source. When source is an aggregation of smaller emissions sources (e.g county, urban area etc), the latitude centroid of the geometry is provided.	","Approximate longitude location of the source. When source is an aggregation of smaller emissions sources (e.g county, urban area etc), the latitude centroid of the geometry is provided.",Corresponds to the reference id to the geopackage file present in the downloads. This id allows matching the emissions source location with the location of the emissions source.  ,"Air emissions which are reported in metric tonnes. Greenhouse gases:  Carbon Dioxide (CO2), Methane (CH4) and Nitrous oxide (N2O) as well as all three gases combined and expressed in CO2-equivalents are available (100 year and 20 year time frame using IPCC Sixth Assessment Report (AR6) Global Warming Potentials). Air pollutants: Particulate Matter (PM2.5, Black Carbon (BC), and Organic Carbon (OC), sulphur dioxide (SOx), Volatile Organic Compounds (VOCs), Carbon Monoxide (CO), Ammonia (NH3), and Nitrogen Oxides (NOx).        ","Quantity of air emission emitted in metric tonnes. If reported quantity is zero, it means that gas is not emitted. If reported quantity is empty/null/N-A, data is not yet available.",Resolution of the data available. ,Total nitrogen applied in a grid cell,kg of N,t of [gas]  per kg of N,Harvested area in a grid cell i,area [ha],Nitrogen fertilizer rate,kg of N per ha,,,,,,,,,,,,,,,,,,,,,Date emissions source was added to the Climate TRACE database.,Last date on which any updates were made to the dataset for the specific emission source.
buildings,non-residential-onsite-fuel-usage,buildings-aggregated-area,Website downloads,internal_identifier,GADM or GHS-FUA,,iso3_country_code,buildings,non-residential-onsite-fuel-usage,"The time using Coordinated Universal Time (UTC) of emissions, as an instance of start time of observation.        ","The time using Coordinated Universal Time (UTC) of emissions, either as an instance of end time of observation.","Approximate latitude location of the source. When source is an aggregation of smaller emissions sources (e.g county, urban area etc), the latitude centroid of the geometry is provided.	","Approximate longitude location of the source. When source is an aggregation of smaller emissions sources (e.g county, urban area etc), the latitude centroid of the geometry is provided.",Corresponds to the reference id to the geopackage file present in the downloads. This id allows matching the emissions source location with the location of the emissions source.  ,"Air emissions which are reported in metric tonnes. Greenhouse gases:  Carbon Dioxide (CO2), Methane (CH4) and Nitrous oxide (N2O) as well as all three gases combined and expressed in CO2-equivalents are available (100 year and 20 year time frame using IPCC Sixth Assessment Report (AR6) Global Warming Potentials). Air pollutants: Particulate Matter (PM2.5, Black Carbon (BC), and Organic Carbon (OC), sulphur dioxide (SOx), Volatile Organic Compounds (VOCs), Carbon Monoxide (CO), Ammonia (NH3), and Nitrogen Oxides (NOx).        ","Quantity of air emission emitted in metric tonnes. If reported quantity is zero, it means that gas is not emitted. If reported quantity is empty/null/N-A, data is not yet available.",Resolution of the data available. ,Total energy consumption in area,MJ,t of [gas]  per MJ,Building area,m^2,Average energy intensity in area,MJ / m^2,Id: level 1 GADM,N/A	,Id: level 2 GADM,N/A	,Aggregation_type,,,,,,,,,,FUA_Area,square_km,FUA_population_2015,N/A,,,Date emissions source was added to the Climate TRACE database.,Last date on which any updates were made to the dataset for the specific emission source.
buildings,non-residential-onsite-fuel-usage-raster,buildings-in-gridcell,On request,internal_identifier,N/A,,iso3_country_code,buildings,non-residential-onsite-fuel-usage-raster,"The time using Coordinated Universal Time (UTC) of emissions, as an instance of start time of observation.        ","The time using Coordinated Universal Time (UTC) of emissions, either as an instance of end time of observation.","Approximate latitude location of the source. When source is an aggregation of smaller emissions sources (e.g county, urban area etc), the latitude centroid of the geometry is provided.	","Approximate longitude location of the source. When source is an aggregation of smaller emissions sources (e.g county, urban area etc), the latitude centroid of the geometry is provided.",Corresponds to the reference id to the geopackage file present in the downloads. This id allows matching the emissions source location with the location of the emissions source.  ,"Air emissions which are reported in metric tonnes. Greenhouse gases:  Carbon Dioxide (CO2), Methane (CH4) and Nitrous oxide (N2O) as well as all three gases combined and expressed in CO2-equivalents are available (100 year and 20 year time frame using IPCC Sixth Assessment Report (AR6) Global Warming Potentials). Air pollutants: Particulate Matter (PM2.5, Black Carbon (BC), and Organic Carbon (OC), sulphur dioxide (SOx), Volatile Organic Compounds (VOCs), Carbon Monoxide (CO), Ammonia (NH3), and Nitrogen Oxides (NOx).        ","Quantity of air emission emitted in metric tonnes. If reported quantity is zero, it means that gas is not emitted. If reported quantity is empty/null/N-A, data is not yet available.",Resolution of the data available. ,Total energy consumption in the grid cell,MJ,t of [gas]  per MJ,Building area in grid cell i,m^2,Energy intensity in grid cell,MJ / m^2,,,,,,,,,,,,,,,FUA_Area,square_km,FUA_population_2015,N/A,,,Date emissions source was added to the Climate TRACE database.,Last date on which any updates were made to the dataset for the specific emission source.
buildings,other-onsite-fuel-usage,other-onsite-fuel-usage-gadm-0-1-2,Website downloads,internal_identifier,N/A,,iso3_country_code,buildings,other-onsite-fuel-usage,"The time using Coordinated Universal Time (UTC) of emissions, as an instance of start time of observation.        ","The time using Coordinated Universal Time (UTC) of emissions, either as an instance of end time of observation.","Approximate latitude location of the source. When source is an aggregation of smaller emissions sources (e.g county, urban area etc), the latitude centroid of the geometry is provided.	","Approximate longitude location of the source. When source is an aggregation of smaller emissions sources (e.g county, urban area etc), the latitude centroid of the geometry is provided.",Corresponds to the reference id to the geopackage file present in the downloads. This id allows matching the emissions source location with the location of the emissions source.  ,"Air emissions which are reported in metric tonnes. Greenhouse gases:  Carbon Dioxide (CO2), Methane (CH4) and Nitrous oxide (N2O) as well as all three gases combined and expressed in CO2-equivalents are available (100 year and 20 year time frame using IPCC Sixth Assessment Report (AR6) Global Warming Potentials). Air pollutants: Particulate Matter (PM2.5, Black Carbon (BC), and Organic Carbon (OC), sulphur dioxide (SOx), Volatile Organic Compounds (VOCs), Carbon Monoxide (CO), Ammonia (NH3), and Nitrogen Oxides (NOx).        ","Quantity of air emission emitted in metric tonnes. If reported quantity is zero, it means that gas is not emitted. If reported quantity is empty/null/N-A, data is not yet available.",Resolution of the data available. ,Total energy consumption in area,TBD,N/A,Building area,TBD,Average energy intensity in area,TBD,,,,,,,,,,,,,,,,,,,,,Date emissions source was added to the Climate TRACE database.,Last date on which any updates were made to the dataset for the specific emission source.
buildings,residential-onsite-fuel-usage,buildings-aggregated-area,Website downloads,internal_identifier,GADM or GHS-FUA,,iso3_country_code,buildings,residential-onsite-fuel-usage,"The time using Coordinated Universal Time (UTC) of emissions, as an instance of start time of observation.        ","The time using Coordinated Universal Time (UTC) of emissions, either as an instance of end time of observation.","Approximate latitude location of the source. When source is an aggregation of smaller emissions sources (e.g county, urban area etc), the latitude centroid of the geometry is provided.	","Approximate longitude location of the source. When source is an aggregation of smaller emissions sources (e.g county, urban area etc), the latitude centroid of the geometry is provided.",Corresponds to the reference id to the geopackage file present in the downloads. This id allows matching the emissions source location with the location of the emissions source.  ,"Air emissions which are reported in metric tonnes. Greenhouse gases:  Carbon Dioxide (CO2), Methane (CH4) and Nitrous oxide (N2O) as well as all three gases combined and expressed in CO2-equivalents are available (100 year and 20 year time frame using IPCC Sixth Assessment Report (AR6) Global Warming Potentials). Air pollutants: Particulate Matter (PM2.5, Black Carbon (BC), and Organic Carbon (OC), sulphur dioxide (SOx), Volatile Organic Compounds (VOCs), Carbon Monoxide (CO), Ammonia (NH3), and Nitrogen Oxides (NOx).        ","Quantity of air emission emitted in metric tonnes. If reported quantity is zero, it means that gas is not emitted. If reported quantity is empty/null/N-A, data is not yet available.",Resolution of the data available. ,Total energy consumption in area,MJ,t of CO2 per MJ,Building area,m^2,Average energy intensity in area,MJ / m^2,Id: level 1 GADM,N/A	,Id: level 2 GADM,N/A	,Aggregation_type,,,,,,,,,,,,,,,,Date emissions source was added to the Climate TRACE database.,Last date on which any updates were made to the dataset for the specific emission source.
